user_id,session_id,timestamp,country,city,prev_country,ip_address,isp,is_vpn,is_tor,is_proxy,is_datacenter_ip,ip_reputation_score,device_fingerprint,device_type,time_since_last_login_hours,distance_from_last_login_km,login_attempts,failed_attempts,password_correct,time_to_login_seconds,is_breached_credential,mfa_required,mfa_method,mfa_attempts,mfa_success,mfa_time_taken_seconds,mfa_method_changed,push_notification_count,hour_of_day,day_of_week,is_weekend,is_unusual_time,typing_speed_chars_per_min,mouse_movement_entropy,concurrent_sessions,session_duration_last_minutes,velocity_score,device_trust_score,location_trust_score,risk_score,is_anomaly,anomaly_category
USER_8130,SESSION_000013,2025-10-18T20:55:00,India,Bangalore,India,198.119.65.6,Airtel,0,0,0,0,0.887,FP_13471,Android-Chrome,27.71,3.02,2,0,1,53.33,0,1,Backup_Code,1,1,4.72,0,2,20,5,1,0,77.79,0.62,0,17.96,0.0,0.732,0.689,10.39,0,normal
USER_6291,SESSION_000014,2025-10-28T19:36:00,UK,Los Angeles,UK,215.40.121.236,Comcast,0,0,0,0,0.737,FP_11736,Linux-Firefox,45.08,71.68,2,0,1,17.57,0,1,Backup_Code,1,1,4.05,0,2,19,1,0,0,72.9,0.749,1,14.79,0.0,0.95,0.68,14.48,0,normal
USER_4010,SESSION_000015,2025-10-30T15:20:00,India,Hyderabad,India,98.208.4.142,Airtel,0,0,0,0,0.9,FP_93431,Windows-Chrome,58.6,102.49,1,0,1,105.83,0,1,SMS,1,1,3.88,0,1,15,3,0,0,81.85,0.746,1,7.38,0.0,0.746,0.6,16.31,0,normal
USER_1234,SESSION_000016,2025-10-16T12:48:00,India,Delhi,India,187.66.185.39,AT&T,0,0,0,0,0.907,FP_25475,iOS-Safari,22.55,181.2,2,0,1,63.01,0,1,Push_Notification,1,1,3.96,0,1,12,3,0,0,69.24,0.865,0,19.66,0.001,0.717,0.802,8.63,0,normal
USER_7315,SESSION_000017,2025-09-30T00:03:00,UK,Chicago,UK,219.195.32.177,Jio,0,0,0,0,0.784,FP_99001,Windows-Chrome,5.99,25.76,1,0,1,46.78,0,1,Biometric,1,1,3.94,0,2,0,1,0,1,91.05,0.666,1,21.13,0.001,0.97,0.64,19.09,0,normal
USER_3819,SESSION_000018,2025-09-05T22:42:00,India,Chennai,India,238.43.183.20,BSNL,0,0,0,0,0.91,FP_80165,Android-Chrome,12.8,115.97,1,0,1,89.96,0,1,Backup_Code,1,1,4.25,0,1,22,4,0,0,76.67,0.825,1,27.0,0.002,0.784,0.89,11.27,0,normal
USER_1892,SESSION_000019,2025-10-17T14:29:00,UK,Los Angeles,UK,87.201.195.178,AT&T,0,0,0,0,0.735,FP_95862,iOS-Safari,21.85,186.42,2,0,1,77.1,0,1,Push_Notification,1,1,4.35,0,1,14,4,0,0,88.4,0.724,1,5.49,0.001,0.986,0.625,14.81,0,normal
USER_1631,SESSION_000020,2025-10-21T05:51:00,USA,Los Angeles,USA,128.157.63.14,Airtel,0,0,0,0,0.948,FP_28267,Linux-Firefox,16.89,10.98,2,0,1,37.86,0,1,Authenticator_App,1,1,4.3,0,1,5,1,0,1,110.41,0.711,1,21.05,0.0,0.838,0.915,14.49,0,normal
USER_2098,SESSION_000021,2025-10-13T08:11:00,UK,New York,UK,194.15.67.64,Jio,0,0,0,0,0.854,FP_31832,Android-Chrome,71.22,5.72,2,0,1,60.16,0,1,Authenticator_App,1,1,1.78,0,2,8,0,0,0,107.17,0.898,1,20.97,0.0,0.84,0.68,14.39,0,normal
USER_3511,SESSION_000022,2025-10-21T17:05:00,India,Hyderabad,India,138.196.51.113,BSNL,0,0,0,0,0.231,FP_17839,Linux-Firefox,9.0,169.57,12,11,1,1.12,1,1,Backup_Code,1,1,4.59,0,2,17,1,0,0,78.67,0.853,0,14.21,0.003,0.3,0.707,52.47,1,brute_force
USER_2190,SESSION_000023,2025-09-19T08:14:00,India,Mumbai,India,131.188.176.146,BSNL,0,0,0,0,0.972,FP_30775,iOS-Safari,47.66,171.02,2,0,1,19.28,0,1,Biometric,1,1,3.2,0,1,8,4,0,0,119.98,0.635,1,2.82,0.001,0.866,0.757,11.09,0,normal
USER_8400,SESSION_000024,2025-10-30T21:14:00,USA,Chicago,USA,181.138.61.101,Airtel,0,0,0,0,0.838,FP_42696,iOS-Safari,20.16,74.55,1,0,1,114.94,0,1,Biometric,1,1,2.7,0,1,21,3,0,0,103.14,0.821,0,27.89,0.001,0.777,0.736,9.75,0,normal
USER_2466,SESSION_000025,2025-09-02T06:20:00,Singapore,Los Angeles,Singapore,166.23.109.38,Airtel,0,1,0,0,0.258,FP_27150,iOS-Safari,14.94,386.81,11,10,1,1.69,0,1,Push_Notification,1,1,2.79,0,2,6,1,0,0,40.05,0.692,1,24.66,0.004,0.3,0.949,37.44,0,normal
USER_1132,SESSION_000026,2025-09-01T05:17:00,USA,New York,USA,46.233.128.36,Airtel,0,0,0,0,0.845,FP_61971,Windows-Chrome,70.67,135.16,2,0,1,94.2,0,1,Push_Notification,1,1,2.02,0,1,5,0,0,1,63.18,0.836,0,8.33,0.0,0.989,0.797,10.53,0,normal
USER_5610,SESSION_000027,2025-09-10T23:48:00,India,Kolkata,India,219.51.111.201,Verizon,0,0,0,0,0.961,FP_87592,Linux-Firefox,71.3,71.68,1,0,1,28.82,0,1,Authenticator_App,1,1,3.01,0,2,23,2,0,0,70.95,0.722,0,22.7,0.0,0.785,0.732,7.84,0,normal
USER_4682,SESSION_000028,2025-09-22T15:44:00,India,Delhi,India,137.70.84.83,Verizon,0,0,0,0,0.774,FP_92666,Android-Chrome,47.29,122.57,1,0,1,10.71,0,1,Authenticator_App,1,1,2.33,0,2,15,0,0,0,116.28,0.736,0,6.46,0.0,0.812,0.996,6.27,0,normal
USER_3057,SESSION_000029,2025-09-17T16:04:00,India,Hyderabad,India,242.39.230.251,Azure,0,0,0,1,0.385,FP_50109,iOS-Safari,2.18,5.83,1,0,1,1.16,0,1,Authenticator_App,1,1,4.54,0,1,16,2,0,0,83.64,0.725,0,5.83,0.0,0.3,0.798,29.76,0,normal
USER_4442,SESSION_000030,2025-09-11T18:59:00,India,Mumbai,India,16.23.45.17,AT&T,0,0,0,0,0.851,FP_40812,Windows-Chrome,66.3,192.48,2,0,1,73.34,0,1,Push_Notification,1,1,2.97,0,1,18,3,0,0,100.91,0.773,0,26.75,0.0,0.954,0.811,5.77,0,normal
USER_7931,SESSION_000031,2025-10-08T04:02:00,India,Chennai,India,221.84.236.255,Airtel,0,0,0,0,0.917,FP_51108,Linux-Firefox,57.35,172.65,1,0,1,25.77,0,1,Backup_Code,1,1,2.45,0,1,4,2,0,1,109.95,0.741,1,8.07,0.001,0.765,0.671,19.71,0,normal
USER_4434,SESSION_000032,2025-09-05T03:12:00,UK,Chicago,UK,5.255.215.86,Jio,0,0,0,0,0.946,FP_48478,Mac-Safari,59.76,36.55,1,0,1,101.08,0,1,Backup_Code,1,1,4.54,0,1,3,4,0,1,85.46,0.85,0,15.11,0.0,0.861,0.909,9.27,0,normal
USER_5842,SESSION_000033,2025-09-06T01:22:00,UK,Los Angeles,UK,221.34.67.243,AT&T,0,0,0,0,0.873,FP_51998,Mac-Safari,19.12,67.12,2,0,1,103.3,0,1,Authenticator_App,1,1,2.13,0,2,1,5,1,1,104.03,0.727,0,7.28,0.001,0.818,0.89,11.28,0,normal
USER_9592,SESSION_000034,2025-09-03T23:47:00,USA,Boston,USA,140.210.172.190,BSNL,0,0,0,0,0.83,FP_88054,Linux-Firefox,68.13,115.3,1,0,1,96.15,0,1,Biometric,1,1,3.69,0,1,23,2,0,0,45.79,0.803,1,19.45,0.0,0.725,0.61,17.52,0,normal
USER_1352,SESSION_000035,2025-10-09T00:26:00,India,Chennai,India,104.70.101.124,Verizon,0,0,1,0,0.312,FP_30705,Windows-Chrome,4.24,250.68,1,0,1,2.0,1,1,Push_Notification,5,0,58.29,1,33,0,3,0,1,72.48,0.683,0,23.45,0.01,0.3,0.789,64.08,1,mfa_fatigue
USER_3809,SESSION_000036,2025-10-09T07:11:00,Singapore,Chicago,Singapore,6.249.218.3,Verizon,1,0,0,0,0.186,FP_19613,Windows-Chrome,12.23,432.27,1,0,1,1.5,0,1,Backup_Code,6,0,202.76,0,10,7,3,0,0,117.06,0.716,0,5.41,0.006,0.3,0.696,60.33,1,mfa_fatigue
USER_3322,SESSION_000037,2025-10-11T00:06:00,UK,Los Angeles,UK,172.245.61.237,AT&T,0,0,0,0,0.878,FP_93014,Android-Chrome,20.59,129.32,2,0,1,98.38,0,1,SMS,1,1,3.34,0,2,0,5,1,1,56.45,0.649,0,18.79,0.001,0.924,0.631,13.51,0,normal
USER_3268,SESSION_000038,2025-09-04T15:06:00,Singapore,New York,Singapore,134.197.195.67,AT&T,0,0,0,0,0.121,FP_50066,Windows-Chrome,17.39,12.81,2,0,1,0.75,1,1,SMS,1,1,1.35,0,1,15,3,0,0,117.58,0.893,1,22.43,0.0,0.3,0.824,46.33,1,new_device
USER_3356,SESSION_000039,2025-10-29T22:10:00,UK,New York,UK,158.210.72.155,BSNL,0,0,0,0,0.746,FP_54533,Windows-Chrome,58.77,175.09,1,0,1,117.31,0,1,Biometric,1,1,2.16,0,1,22,2,0,0,55.33,0.722,1,14.77,0.0,0.917,0.627,15.66,0,normal
USER_6005,SESSION_000040,2025-09-22T20:32:00,India,Pune,India,95.76.12.153,Airtel,0,0,0,0,0.784,FP_38118,Mac-Safari,48.34,145.38,1,0,1,99.5,0,1,Backup_Code,1,1,4.38,0,2,20,0,0,0,98.46,0.654,1,8.99,0.001,0.89,0.801,12.89,0,normal
USER_9524,SESSION_000041,2025-10-05T16:56:00,India,Delhi,India,117.139.233.61,AWS,0,0,1,1,0.221,FP_87328,Android-Chrome,15.81,42.28,1,0,1,1.44,1,1,Authenticator_App,1,1,3.78,0,1,16,6,1,0,52.98,0.79,1,10.31,0.0,0.3,0.619,54.89,1,datacenter_ip
USER_7674,SESSION_000042,2025-09-10T00:09:00,UK,Los Angeles,UK,182.254.233.23,Comcast,0,0,0,0,0.879,FP_38684,Windows-Chrome,53.86,176.2,2,0,1,98.39,0,1,Push_Notification,1,1,2.61,0,1,0,2,0,1,89.04,0.71,0,20.99,0.001,0.989,0.652,12.19,0,normal
USER_5781,SESSION_000043,2025-09-27T01:05:00,Canada,Boston,Canada,210.51.12.97,Jio,1,0,0,0,0.198,FP_21059,iOS-Safari,21.5,126.28,5,4,1,1.14,1,1,Biometric,1,1,4.43,0,2,1,5,1,1,56.52,0.857,1,28.2,0.001,0.3,0.834,62.03,1,brute_force
USER_3392,SESSION_000044,2025-10-17T10:34:00,UK,San Francisco,UK,136.174.217.246,Comcast,0,0,0,0,0.806,FP_75102,Android-Chrome,15.25,113.54,1,0,1,108.31,0,1,Authenticator_App,1,1,1.7,0,2,10,4,0,0,43.96,0.81,1,19.28,0.001,0.924,0.681,13.84,0,normal
USER_1152,SESSION_000045,2025-10-09T07:03:00,UK,Boston,UK,125.23.174.34,Airtel,0,0,0,0,0.733,FP_84321,iOS-Safari,64.27,71.18,2,0,1,39.69,0,1,Push_Notification,1,1,2.46,0,2,7,3,0,0,50.7,0.893,1,25.27,0.0,0.798,0.901,13.53,0,normal
USER_9409,SESSION_000046,2025-09-05T06:56:00,India,Kolkata,India,32.7.164.227,Comcast,0,0,0,0,0.787,FP_68902,Android-Chrome,10.57,73.29,2,0,1,78.9,0,1,SMS,1,1,2.11,0,2,6,4,0,0,93.86,0.65,1,18.3,0.001,0.931,0.637,14.69,0,normal
USER_5389,SESSION_000047,2025-10-20T11:43:00,Canada,Chicago,Canada,74.12.66.5,AT&T,1,1,0,0,0.146,FP_24681,Windows-Chrome,2.3,99.56,2,0,1,1.23,1,1,Push_Notification,1,1,3.24,1,1,11,0,0,0,53.63,0.768,0,27.8,0.007,0.3,0.773,49.79,1,new_device
USER_8661,SESSION_000048,2025-10-05T22:50:00,USA,Chicago,USA,15.169.188.162,Comcast,0,0,0,0,0.826,FP_25997,Mac-Safari,37.93,96.64,1,0,1,67.73,0,1,Biometric,1,1,3.43,0,1,22,6,1,0,44.94,0.66,1,27.23,0.0,1.0,0.722,11.79,0,normal
USER_1961,SESSION_000049,2025-09-13T00:12:00,Canada,Chicago,Canada,179.115.0.48,Comcast,0,0,0,0,0.261,FP_37480,Linux-Firefox,18.56,305.48,13,12,1,0.91,0,1,Authenticator_App,1,1,3.73,0,1,0,5,1,1,80.38,0.781,0,10.85,0.003,0.3,0.985,38.83,0,normal
USER_4868,SESSION_000050,2025-09-04T06:50:00,UK,San Francisco,UK,233.76.228.20,Airtel,1,0,0,0,0.169,FP_90206,Android-Chrome,4.89,139.43,1,0,1,1.88,0,1,Authenticator_App,1,1,3.47,0,1,6,3,0,0,78.36,0.614,2,7.56,0.005,0.3,0.656,46.17,1,concurrent_login
USER_2974,SESSION_000051,2025-10-02T20:01:00,UK,Los Angeles,UK,65.171.188.65,Comcast,0,0,0,0,0.722,FP_44457,Linux-Firefox,63.42,24.47,1,0,1,106.18,0,1,Biometric,1,1,3.73,0,1,20,3,0,0,79.86,0.615,0,19.94,0.0,0.728,0.614,14.05,0,normal
USER_1625,SESSION_000052,2025-09-22T05:38:00,India,Mumbai,India,171.148.154.240,BSNL,0,0,0,0,0.986,FP_10443,Mac-Safari,66.52,23.01,2,0,1,49.61,0,1,Push_Notification,1,1,2.76,0,2,5,0,0,1,91.0,0.659,0,3.43,0.0,0.738,0.816,11.9,0,normal
USER_9994,SESSION_000053,2025-10-29T06:41:00,USA,San Francisco,USA,3.196.253.216,Jio,0,0,0,0,0.955,FP_24643,Android-Chrome,31.51,36.5,2,0,1,65.18,0,1,SMS,1,1,4.85,0,2,6,2,0,0,68.99,0.75,0,21.02,0.0,0.777,0.812,6.85,0,normal
USER_1820,SESSION_000054,2025-10-10T20:53:00,India,Bangalore,India,235.5.125.41,AT&T,0,0,0,0,0.735,FP_30210,Linux-Firefox,35.54,32.09,2,0,1,11.12,0,1,Authenticator_App,1,1,1.05,0,1,20,4,0,0,80.46,0.896,0,17.89,0.0,0.787,0.653,12.38,0,normal
USER_1452,SESSION_000055,2025-09-06T00:34:00,India,Hyderabad,India,42.120.231.170,Airtel,0,0,0,0,0.86,FP_41773,Windows-Chrome,43.45,107.73,2,0,1,28.06,0,1,Biometric,1,1,2.63,0,2,0,5,1,1,52.02,0.683,0,14.44,0.0,0.938,0.878,9.86,0,normal
USER_8964,SESSION_000056,2025-10-29T23:19:00,India,Bangalore,India,182.32.109.134,Airtel,0,0,0,0,0.947,FP_90368,Mac-Safari,7.17,183.2,1,0,1,56.83,0,1,Push_Notification,1,1,1.89,0,1,23,2,0,0,55.64,0.724,0,18.03,0.004,0.982,0.735,5.07,0,normal
USER_8780,SESSION_000057,2025-09-22T14:34:00,Germany,San Francisco,Germany,200.159.5.26,Comcast,0,0,1,0,0.362,FP_73953,iOS-Safari,23.49,360.82,1,0,1,1.79,0,1,SMS,4,0,69.11,0,15,14,0,0,0,80.25,0.643,0,16.79,0.003,0.3,0.815,37.87,0,normal
USER_2891,SESSION_000058,2025-09-15T16:09:00,UK,San Francisco,UK,14.252.41.161,Verizon,0,0,0,0,0.917,FP_50083,iOS-Safari,5.87,72.44,2,0,1,30.09,0,1,Authenticator_App,1,1,2.24,0,2,16,0,0,0,68.21,0.832,0,29.12,0.002,0.871,0.806,6.12,0,normal
USER_7986,SESSION_000059,2025-10-22T09:02:00,Germany,San Francisco,Germany,255.188.100.82,Comcast,0,0,0,0,0.17,FP_13579,iOS-Safari,16.91,276.11,2,0,1,0.8,0,1,Backup_Code,1,1,4.2,0,1,9,2,0,0,56.95,0.64,0,18.07,0.003,0.3,0.744,26.81,0,normal
USER_2425,SESSION_000060,2025-10-22T02:02:00,USA,Los Angeles,USA,208.197.57.43,Comcast,0,0,0,0,0.914,FP_50066,Linux-Firefox,67.13,185.06,1,0,1,52.15,0,1,Biometric,1,1,1.06,0,1,2,2,0,1,117.5,0.772,1,4.41,0.0,0.936,0.879,14.07,0,normal
USER_3554,SESSION_000061,2025-09-25T18:52:00,India,Delhi,USA,63.18.179.199,AT&T,0,0,0,0,0.173,FP_40285,Mac-Safari,1.28,13647.32,1,0,1,1.67,0,1,Push_Notification,1,1,2.16,0,2,18,3,0,0,112.03,0.886,1,18.46,1.782,0.3,0.96,46.32,1,impossible_travel
USER_2407,SESSION_000062,2025-10-16T06:07:00,UK,Boston,UK,57.192.6.194,Comcast,0,0,0,0,0.961,FP_13971,Windows-Chrome,69.36,102.04,1,0,1,88.53,0,1,Authenticator_App,1,1,1.01,0,1,6,3,0,0,59.04,0.829,1,15.94,0.0,0.964,0.618,11.86,0,normal
USER_4747,SESSION_000063,2025-09-10T02:50:00,USA,New York,USA,42.120.17.208,AT&T,0,0,0,0,0.945,FP_61485,Mac-Safari,43.01,57.93,2,0,1,25.89,0,1,Authenticator_App,1,1,1.89,0,1,2,2,0,1,75.33,0.63,0,15.31,0.0,0.882,0.865,9.62,0,normal
USER_3559,SESSION_000064,2025-09-08T19:11:00,UK,Boston,UK,222.237.145.46,BSNL,0,0,0,0,0.351,FP_25170,Linux-Firefox,23.45,484.74,2,0,1,0.79,1,1,Authenticator_App,1,1,3.15,0,1,19,0,0,0,91.98,0.63,0,8.82,0.003,0.3,0.928,36.35,0,normal
USER_2878,SESSION_000065,2025-09-05T06:44:00,India,Bangalore,India,216.99.232.251,BSNL,0,0,0,0,0.757,FP_20617,Linux-Firefox,48.06,188.54,2,0,1,25.27,0,1,SMS,1,1,3.97,0,2,6,4,0,0,106.58,0.678,1,8.05,0.001,0.879,0.766,13.97,0,normal
USER_6161,SESSION_000066,2025-10-08T11:07:00,USA,Los Angeles,India,175.30.255.202,AT&T,0,0,0,0,0.251,FP_62430,Windows-Chrome,0.27,10786.79,2,0,1,0.73,1,1,SMS,1,1,3.94,1,1,11,2,0,0,64.22,0.684,1,7.41,6.614,0.3,0.739,111.79,1,impossible_travel
USER_4806,SESSION_000067,2025-09-28T20:09:00,India,Kolkata,India,141.119.138.12,Verizon,0,0,0,0,0.924,FP_35279,Windows-Chrome,53.24,22.34,2,0,1,91.54,0,1,Authenticator_App,1,1,1.44,0,1,20,6,1,0,99.47,0.73,0,10.7,0.0,0.901,0.896,4.2,0,normal
USER_9178,SESSION_000068,2025-10-21T13:31:00,India,Delhi,India,180.136.243.183,Airtel,0,0,0,0,0.845,FP_44086,Mac-Safari,44.31,105.52,1,0,1,114.17,0,1,Backup_Code,1,1,3.03,0,2,13,1,0,0,51.22,0.786,0,16.58,0.0,0.995,0.848,4.68,0,normal
USER_5771,SESSION_000069,2025-10-26T12:20:00,UK,San Francisco,UK,207.66.230.3,AT&T,0,0,0,0,0.841,FP_23034,Android-Chrome,16.65,117.08,2,0,1,118.3,0,1,Backup_Code,1,1,4.52,0,2,12,6,1,0,68.24,0.74,0,22.19,0.001,0.881,0.941,5.06,0,normal
USER_4812,SESSION_000070,2025-09-30T16:33:00,Australia,Los Angeles,Australia,253.126.143.3,Verizon,0,0,0,0,0.18,FP_51192,Android-Chrome,15.08,94.88,2,0,1,1.06,1,1,Backup_Code,1,1,2.22,1,2,16,1,0,0,251.29,0.174,1,21.7,0.001,0.3,0.668,47.79,1,bot_login
USER_8008,SESSION_000071,2025-09-29T06:54:00,Nigeria,Unknown,India,94.103.28.245,Jio,0,0,1,0,0.219,FP_34876,Mac-Safari,15.01,5165.29,2,0,1,1.22,0,1,SMS,1,1,4.74,1,1,6,0,0,0,54.58,0.879,0,5.83,0.057,0.3,0.2,34.78,0,normal
USER_4043,SESSION_000072,2025-10-19T02:56:00,India,Bangalore,India,230.125.119.82,Verizon,0,0,0,0,0.896,FP_40278,iOS-Safari,17.46,36.93,2,0,1,15.12,0,1,Push_Notification,1,1,4.44,0,1,2,6,1,1,77.99,0.863,0,24.66,0.0,0.941,0.965,7.97,0,normal
USER_7863,SESSION_000073,2025-10-07T01:31:00,India,Hyderabad,India,81.140.57.230,AT&T,0,0,0,0,0.944,FP_60079,Linux-Firefox,56.8,108.51,1,0,1,88.23,0,1,Push_Notification,1,1,3.17,0,1,1,1,0,1,86.37,0.844,0,6.69,0.0,0.783,0.872,11.02,0,normal
USER_9408,SESSION_000074,2025-10-15T11:22:00,India,Delhi,India,185.179.166.66,Airtel,0,0,0,0,0.902,FP_16472,Mac-Safari,57.61,102.01,2,0,1,76.34,0,1,Biometric,1,1,1.64,0,2,11,2,0,0,92.75,0.889,1,29.22,0.0,0.823,0.803,12.09,0,normal
USER_9621,SESSION_000075,2025-10-11T18:41:00,India,Kolkata,USA,135.32.252.40,Verizon,0,0,0,0,0.378,FP_26188,iOS-Safari,1.3,12623.12,1,0,1,1.92,0,1,Push_Notification,1,1,4.25,0,2,18,5,1,0,83.57,0.645,1,12.06,1.618,0.3,0.631,46.55,1,impossible_travel
USER_9455,SESSION_000076,2025-09-08T09:36:00,Australia,San Francisco,Australia,204.10.114.16,AT&T,0,0,0,0,0.246,FP_14211,iOS-Safari,4.51,464.38,1,0,1,1.7,0,1,Backup_Code,5,0,274.66,1,23,9,0,0,0,58.88,0.783,0,17.12,0.017,0.3,0.659,47.11,1,mfa_fatigue
USER_9963,SESSION_000077,2025-09-30T05:07:00,UK,Los Angeles,UK,39.111.217.93,Comcast,0,0,0,0,0.79,FP_86765,Android-Chrome,62.44,70.01,2,0,1,52.49,0,1,SMS,1,1,2.83,0,2,5,1,0,1,75.79,0.656,0,15.02,0.0,0.745,0.944,12.81,0,normal
USER_2470,SESSION_000078,2025-09-06T11:13:00,UK,Los Angeles,UK,195.88.209.21,Jio,0,0,0,0,0.959,FP_49496,Linux-Firefox,22.44,149.12,2,0,1,71.91,0,1,Biometric,1,1,1.39,0,1,11,5,1,0,43.03,0.874,0,5.75,0.001,0.721,0.866,6.84,0,normal
USER_8477,SESSION_000079,2025-09-17T21:50:00,UK,Los Angeles,UK,83.242.5.63,Verizon,0,0,0,0,0.745,FP_29080,Android-Chrome,21.3,41.24,1,0,1,26.54,0,1,Backup_Code,1,1,2.99,0,1,21,2,0,0,53.49,0.708,0,27.08,0.0,0.933,0.638,10.26,0,normal
USER_2847,SESSION_000080,2025-09-07T16:16:00,India,Mumbai,India,33.173.208.146,AT&T,0,0,0,0,0.757,FP_67932,Linux-Firefox,39.44,33.12,2,0,1,83.31,0,1,Backup_Code,1,1,4.51,0,1,16,6,1,0,85.07,0.698,0,26.84,0.0,0.97,0.693,8.71,0,normal
USER_6052,SESSION_000081,2025-09-12T13:40:00,Iran,Unknown,India,241.231.160.83,Comcast,0,0,0,0,0.254,FP_83381,Mac-Safari,5.87,8226.78,2,0,1,1.95,0,1,Biometric,1,1,4.4,0,1,13,4,0,0,83.37,0.719,1,5.31,0.234,0.3,0.2,41.02,1,high_risk_country
USER_5429,SESSION_000082,2025-09-25T17:41:00,Australia,Boston,Australia,218.207.206.28,BSNL,0,0,0,0,0.165,FP_56366,Mac-Safari,2.75,6.85,2,0,1,1.58,1,1,Backup_Code,9,0,296.95,1,48,17,3,0,0,106.78,0.84,0,25.54,0.0,0.3,0.807,80.93,1,mfa_fatigue
